id,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9
sensor_1408,13.2,70.4,72.6,40.2,82.2,86.7,80.5,46.6,40.8
sensor_1409,94.8,74.6,59.7,53.9,34.0,92.1,92.6,17.6,69.9
sensor_1410,38.6,55.7,20.2,82.9,82.5,19.6,16.7,43.6,23.8
sensor_1411,82.1,80.0,87.6,10.9,11.2,82.5,88.2,65.5,24.0
sensor_1412,66.3,88.3,51.4,88.5,80.7,19.5,21.0,73.3,27.9
sensor_1413,77.1,17.3,18.2,95.5,10.3,81.2,31.0,14.5,17.1
sensor_1414,38.8,57.6,52.8,27.7,98.8,64.4,26.7,35.9,70.8
sensor_1415,87.8,15.5,26.6,10.6,25.8,27.8,22.9,58.7,97.4
sensor_1416,72.9,73.2,16.8,26.8,38.9,99.2,24.6,67.1,63.2
sensor_1417,64.1,55.5,35.7,48.3,84.1,76.1,57.7,68.9,97.0
sensor_1418,32.6,77.8,15.8,15.6,40.9,75.9,65.7,83.5,17.2
sensor_1419,78.7,74.4,11.1,76.9,17.9,62.9,92.4,42.5,71.2
sensor_1420,71.0,15.9,33.6,85.5,50.5,76.7,53.2,54.9,78.6
sensor_1421,38.2,99.8,27.1,62.8,13.8,41.7,51.8,51.5,93.0
sensor_1422,86.1,97.4,51.7,90.8,50.7,22.8,77.5,47.7,12.2
sensor_1423,22.5,38.5,99.0,66.8,45.9,11.3,81.1,69.5,25.5
sensor_1424,63.3,26.5,18.5,45.2,23.5,40.3,11.9,45.3,37.3
sensor_1425,95.9,59.4,30.5,53.7,75.1,48.9,95.2,24.4,97.1
sensor_1426,15.4,96.4,16.0,39.1,52.9,36.0,31.1,94.8,82.2
sensor_1427,47.4,11.2,37.7,24.3,66.7,71.5,48.6,21.0,21.6
sensor_1428,35.3,75.2,82.6,87.7,43.2,97.2,15.7,50.2,47.5
sensor_1429,28.8,39.3,31.0,88.4,38.1,92.3,97.4,80.7,59.9
sensor_1430,61.9,39.8,27.5,21.4,38.9,66.9,97.3,30.6,63.3
sensor_1431,31.3,83.7,53.9,52.2,11.7,55.9,18.6,77.4,66.1
sensor_1432,17.3,54.1,64.2,90.1,96.1,33.9,50.4,79.9,81.1
sensor_1433,34.8,22.9,86.2,15.3,32.2,66.9,39.4,84.2,53.4
sensor_1434,23.1,34.5,38.8,98.6,64.4,58.2,84.1,68.1,96.1
sensor_1435,63.7,20.8,75.9,76.1,27.5,81.8,35.4,81.1,48.0
sensor_1436,83.6,11.0,33.5,23.0,12.3,68.6,78.5,17.1,51.8
sensor_1437,91.8,23.3,66.3,59.9,63.4,78.2,19.7,34.6,34.8
sensor_1438,73.5,50.8,24.6,21.6,96.0,21.1,88.0,59.7,43.2
sensor_1439,38.3,74.8,59.5,66.5,68.1,45.6,39.4,85.2,13.1
sensor_1440,35.4,60.8,61.1,89.4,15.0,74.5,21.9,15.7,16.1
sensor_1441,23.6,57.0,94.5,31.1,77.8,97.4,40.4,47.1,77.5
sensor_1442,54.3,59.0,57.2,67.7,45.6,23.9,84.0,83.2,50.3
sensor_1443,20.4,91.9,33.4,31.5,68.0,60.1,14.7,85.8,30.3
sensor_1444,13.8,29.7,30.9,23.7,88.3,55.0,39.0,78.0,70.3
sensor_1445,11.7,78.8,54.3,70.2,72.7,59.4,13.6,63.0,28.8
sensor_1446,62.4,10.6,73.1,62.3,43.1,90.8,24.8,29.1,58.2
sensor_1447,92.3,76.9,35.3,60.0,55.9,24.4,28.1,64.6,40.1
sensor_1448,39.4,33.4,20.7,35.7,12.6,64.2,68.6,56.0,46.5
sensor_1449,26.6,13.7,82.3,76.8,88.6,28.0,61.3,77.2,84.9
sensor_1450,70.6,89.7,83.5,42.4,14.9,66.3,61.0,89.5,32.7
sensor_1451,55.9,37.9,29.5,26.3,40.0,54.9,74.7,74.7,51.2
sensor_1452,45.1,77.8,92.8,53.2,63.6,81.5,70.0,94.3,17.0
sensor_1453,19.6,10.0,12.8,14.5,11.0,34.7,10.0,50.0,75.5
sensor_1454,96.4,18.7,43.1,68.1,97.3,76.7,43.5,35.2,68.8
sensor_1455,36.7,13.1,20.8,22.8,51.1,93.8,98.4,92.2,20.8
sensor_1456,67.2,95.6,81.3,89.1,93.8,25.7,20.1,75.2,50.9
sensor_1457,89.7,72.5,34.6,12.0,60.6,15.7,72.2,29.4,45.7
sensor_1458,43.9,13.3,48.9,51.9,25.7,11.2,90.7,69.0,96.3
sensor_1459,88.8,73.8,74.6,28.2,34.0,70.3,96.6,26.9,72.0
sensor_1460,82.9,99.5,14.0,60.6,87.0,60.2,73.2,81.2,74.3
sensor_1461,76.8,35.8,17.9,43.0,83.8,59.0,43.6,91.1,75.3
sensor_1462,58.6,38.8,67.5,46.6,62.2,43.5,98.4,79.0,23.3
sensor_1463,70.5,90.0,70.7,46.7,96.4,17.8,32.8,22.4,93.1
sensor_1464,68.0,50.5,58.5,71.2,90.0,40.9,92.6,98.3,23.0
sensor_1465,40.7,66.9,77.0,86.5,61.6,97.9,81.2,84.1,45.6
sensor_1466,84.0,89.2,99.0,58.9,56.7,61.7,32.9,59.5,94.7
sensor_1467,76.5,71.5,80.8,54.0,39.3,85.2,43.6,94.2,57.0
sensor_1468,83.7,29.7,41.6,46.7,77.6,19.6,67.6,50.8,85.0
sensor_1469,90.5,26.9,10.1,81.3,55.4,19.7,23.0,16.5,95.4
sensor_1470,31.7,46.5,84.2,58.7,18.7,83.2,12.1,12.8,20.9
sensor_1471,26.7,79.8,16.4,32.8,95.5,47.9,42.1,46.2,72.7
sensor_1472,37.0,44.9,28.7,48.5,63.0,53.0,65.3,13.8,54.2
sensor_1473,12.8,38.7,12.8,73.0,87.4,44.5,58.5,18.8,71.9
sensor_1474,65.8,41.6,97.3,54.1,12.5,13.5,53.8,91.4,52.7
sensor_1475,58.9,17.5,75.1,74.3,92.9,50.9,77.3,31.7,98.5
sensor_1476,13.1,37.9,79.9,86.8,29.5,46.9,10.9,21.5,87.6
sensor_1477,80.2,94.1,50.0,55.1,51.6,72.7,44.9,93.2,68.8
sensor_1478,14.4,62.7,72.8,54.1,91.1,36.4,24.6,36.1,39.8
sensor_1479,19.9,23.9,85.3,27.9,53.7,10.5,79.7,82.5,91.4
sensor_1480,79.4,13.9,26.4,40.6,71.4,86.0,30.6,50.0,73.0
sensor_1481,92.0,19.1,22.5,76.6,95.1,60.6,49.4,43.0,72.8
sensor_1482,11.8,57.2,72.4,67.1,19.6,52.6,35.1,60.1,48.0
sensor_1483,15.9,33.6,95.3,42.2,46.1,92.6,91.5,88.7,20.9
sensor_1484,24.6,61.3,69.8,50.1,99.6,43.6,33.6,16.0,81.0
sensor_1485,26.7,47.2,60.3,30.9,23.3,22.0,73.1,11.0,15.4
sensor_1486,80.8,20.1,69.9,62.6,10.8,89.1,22.3,92.8,87.4
sensor_1487,82.0,27.0,52.7,53.0,18.9,44.9,66.9,58.7,82.3
sensor_1488,23.1,21.4,55.8,87.4,16.1,56.2,98.8,60.9,32.2
sensor_1489,77.7,85.5,42.5,30.3,33.6,15.4,48.8,88.3,80.2
sensor_1490,12.5,70.4,93.7,45.1,64.5,87.9,77.3,21.4,65.3
sensor_1491,81.1,89.9,68.1,77.9,24.1,63.8,35.9,79.5,48.9
sensor_1492,12.8,16.0,17.6,90.2,23.1,67.7,43.2,45.4,51.8
sensor_1493,82.5,92.4,37.3,58.1,39.4,37.7,95.3,56.0,44.7
sensor_1494,88.3,71.9,72.5,93.0,64.4,69.4,61.6,52.2,18.2
sensor_1495,54.0,40.8,56.5,66.8,32.6,34.1,34.4,36.0,56.2
sensor_1496,38.1,91.4,91.6,60.9,41.3,37.5,84.2,56.5,47.0
sensor_1497,33.7,48.1,69.3,79.1,90.1,22.5,79.2,36.5,71.8
sensor_1498,42.5,58.8,38.9,81.7,62.3,25.6,75.1,88.8,67.4
sensor_1499,28.5,81.0,84.7,26.5,68.2,54.7,32.1,53.5,34.3
sensor_1500,61.1,58.3,23.2,64.5,32.7,96.9,83.1,98.4,10.3
sensor_1501,27.0,94.0,93.4,50.9,99.1,62.5,34.9,61.0,27.9
sensor_1502,14.6,48.5,98.3,63.5,52.8,44.8,20.7,26.3,42.5
sensor_1503,82.0,14.9,86.2,34.9,59.3,34.1,80.5,93.2,71.7
sensor_1504,28.4,90.1,60.9,10.9,40.4,66.1,34.9,48.6,30.7
sensor_1505,65.6,61.3,34.0,59.7,85.6,23.6,59.8,38.5,29.8
sensor_1506,82.4,84.2,28.3,65.4,95.8,18.2,76.6,98.0,34.2
sensor_1507,53.7,18.6,86.0,29.9,51.3,24.9,25.6,29.8,19.7
sensor_1508,31.5,37.7,62.1,63.9,44.8,29.2,19.0,17.4,74.0
sensor_1509,49.8,76.5,44.6,65.3,44.2,58.7,34.4,89.3,54.2
sensor_1510,81.0,57.1,39.0,54.9,65.3,85.4,64.5,43.5,73.2
sensor_1511,64.0,72.8,44.0,80.8,28.6,38.2,46.4,32.4,36.1
sensor_1512,30.8,64.0,52.2,12.2,94.1,31.9,72.7,50.7,81.9
sensor_1513,45.0,41.0,44.2,54.1,75.1,91.7,18.0,32.9,30.5
sensor_1514,43.0,99.6,53.0,25.2,86.7,68.0,63.9,82.8,86.0
sensor_1515,98.0,42.8,78.4,18.1,92.3,18.3,72.5,14.5,17.1
sensor_1516,93.8,50.7,36.4,87.2,35.0,92.3,30.6,38.0,56.8
sensor_1517,30.8,18.3,14.7,68.9,80.5,95.8,94.6,25.8,59.3
sensor_1518,94.7,90.5,31.2,82.6,27.6,74.1,16.1,19.1,83.5
sensor_1519,26.1,21.2,51.6,78.4,75.0,23.7,93.8,32.1,10.8
sensor_1520,86.9,78.9,56.1,11.9,55.4,15.1,22.1,14.3,24.0
sensor_1521,21.9,87.5,85.0,61.6,35.1,32.1,25.7,19.9,32.3
sensor_1522,67.5,77.8,16.0,43.9,10.1,51.4,81.8,70.9,45.5
sensor_1523,58.7,46.3,57.2,96.5,94.8,41.8,64.4,74.6,77.4
sensor_1524,77.6,57.1,46.7,55.2,54.9,82.4,28.6,63.9,43.0
sensor_1525,36.8,64.3,47.1,43.8,43.6,38.3,27.9,11.4,49.2
sensor_1526,67.4,23.2,87.8,81.1,77.4,68.4,37.1,32.0,11.5
sensor_1527,30.4,49.5,53.8,51.9,51.8,89.3,51.7,47.4,14.6
sensor_1528,95.2,90.6,93.0,36.6,14.8,51.8,44.8,68.7,49.0
sensor_1529,63.8,41.9,56.1,52.9,94.0,88.1,53.1,41.7,27.4
sensor_1530,92.9,24.9,99.2,23.1,73.9,34.2,12.2,29.7,56.8
sensor_1531,12.2,46.3,81.8,51.4,65.9,35.6,14.6,56.5,21.1
sensor_1532,49.4,53.8,78.7,13.3,80.1,75.5,60.9,16.0,97.0
sensor_1533,93.9,44.0,69.4,49.5,75.0,34.0,22.8,92.3,18.4
sensor_1534,44.5,45.5,13.8,37.2,95.7,27.5,61.2,47.5,84.3
sensor_1535,23.6,59.2,32.9,92.4,10.1,16.0,87.2,33.9,53.4
sensor_1536,15.9,52.1,98.2,93.1,54.4,17.2,51.3,90.9,65.5
sensor_1537,98.1,86.5,95.9,33.2,60.2,89.9,83.2,39.7,69.8
sensor_1538,57.4,70.0,85.1,63.0,71.4,82.5,80.0,32.1,83.3
sensor_1539,49.0,34.5,94.5,37.0,97.5,99.1,14.6,63.2,82.1
sensor_1540,33.2,84.1,59.9,85.9,29.7,96.0,51.7,23.8,18.9
sensor_1541,58.7,42.6,76.8,47.7,39.8,17.3,24.6,53.3,93.5
sensor_1542,16.0,38.2,89.9,49.2,83.3,23.8,52.5,12.8,94.3
sensor_1543,20.6,31.2,89.0,54.2,96.1,62.9,46.4,86.4,35.8
sensor_1544,64.9,24.8,24.3,39.4,43.9,17.5,17.4,81.6,10.8
sensor_1545,58.6,54.3,18.3,97.2,82.6,68.3,99.2,10.2,26.0
sensor_1546,22.0,98.4,43.0,71.6,84.3,42.1,61.4,13.6,90.3
sensor_1547,39.7,13.5,62.4,98.8,65.2,83.8,27.3,25.3,45.1
sensor_1548,99.3,19.7,63.3,65.3,57.3,84.8,35.6,15.8,64.5
sensor_1549,33.4,67.8,72.9,18.6,64.5,71.9,12.9,86.6,69.8
sensor_1550,72.5,82.8,42.3,55.7,36.4,73.4,46.1,82.5,31.1
sensor_1551,98.5,37.8,39.4,31.6,23.4,24.0,17.1,62.8,20.6
sensor_1552,19.7,50.4,23.4,16.6,79.3,71.8,62.1,74.6,49.1
sensor_1553,21.0,67.9,94.7,59.6,62.8,94.3,28.9,52.5,13.0
sensor_1554,24.1,27.2,15.9,12.8,86.7,32.7,26.8,54.7,69.2
sensor_1555,45.7,73.8,39.1,21.9,39.4,96.9,48.0,38.3,92.3
sensor_1556,60.9,72.9,10.7,80.4,95.8,47.4,53.8,98.9,23.3
sensor_1557,89.5,31.6,64.3,96.0,91.6,74.8,47.6,79.3,66.8
sensor_1558,74.0,81.9,43.5,10.2,53.4,84.1,55.0,29.0,39.9
sensor_1559,69.2,76.2,55.4,57.7,90.0,99.3,65.1,65.0,49.1
sensor_1560,95.4,81.9,50.9,74.6,59.2,58.4,77.9,14.0,39.9
sensor_1561,46.6,66.4,81.2,52.7,89.0,93.5,92.2,64.7,30.8
sensor_1562,38.3,63.1,50.4,37.0,68.6,13.5,30.6,91.3,32.8
sensor_1563,33.9,57.7,13.6,95.6,50.4,45.7,48.7,96.2,82.1
sensor_1564,34.6,83.2,59.1,47.5,55.1,95.6,81.4,67.5,37.5
sensor_1565,64.0,14.6,98.9,29.2,69.4,35.9,20.4,31.1,98.9
sensor_1566,60.4,39.5,59.0,28.0,71.6,17.2,68.2,95.1,11.9
sensor_1567,21.7,77.4,33.2,69.1,70.4,47.4,91.4,28.3,24.7
sensor_1568,18.8,93.8,37.8,58.8,59.3,16.2,98.4,88.5,86.7
sensor_1569,10.3,31.5,80.0,81.4,94.9,96.8,20.2,50.6,20.9
sensor_1570,78.9,80.1,51.8,21.0,70.1,35.0,17.5,80.9,41.8
sensor_1571,44.9,27.0,95.0,75.2,91.9,65.8,97.2,78.9,99.2
sensor_1572,24.6,40.8,56.9,72.0,27.5,99.1,78.1,41.6,40.6
sensor_1573,45.0,78.0,19.3,56.1,83.0,29.1,27.1,67.3,79.5
sensor_1574,77.2,16.0,99.3,30.4,69.1,92.1,54.4,79.3,44.8
sensor_1575,67.8,27.9,13.8,50.7,10.3,42.0,98.8,94.0,68.3
sensor_1576,47.4,85.3,97.2,87.5,17.7,85.8,63.5,60.5,20.5
sensor_1577,22.2,54.4,99.6,75.3,40.6,66.2,12.9,85.1,38.5
sensor_1578,38.1,83.9,36.4,87.2,14.9,37.0,96.7,22.3,33.2
sensor_1579,44.1,23.8,40.6,47.0,16.7,57.7,16.8,37.7,37.0
sensor_1580,12.0,98.2,39.5,74.0,88.2,93.7,64.2,86.6,42.6
sensor_1581,18.6,33.8,40.0,89.9,26.4,29.1,82.0,30.8,34.9
sensor_1582,85.6,59.5,58.7,87.2,83.0,59.3,61.9,72.1,36.7
sensor_1583,59.7,36.7,90.5,77.6,13.7,92.6,47.8,69.1,34.2
sensor_1584,14.7,16.2,95.3,62.9,19.6,52.9,52.2,42.5,58.7
sensor_1585,33.8,63.1,60.5,81.4,17.4,25.1,68.3,61.2,87.9
sensor_1586,66.7,11.5,29.6,73.7,25.2,96.1,87.7,55.8,99.0
sensor_1587,10.5,57.0,34.6,81.4,79.8,26.9,59.2,15.3,29.0
sensor_1588,70.0,27.3,57.4,40.9,46.4,63.1,91.9,35.9,32.4
sensor_1589,87.0,21.2,47.8,68.3,54.7,97.9,46.5,27.2,32.7
sensor_1590,21.5,26.6,67.6,20.8,70.3,21.9,13.6,99.7,77.0
sensor_1591,75.7,71.5,22.0,29.6,96.3,61.7,68.6,74.5,84.6
sensor_1592,11.2,19.6,28.5,23.0,75.1,80.6,88.1,39.2,47.0
sensor_1593,69.3,71.2,49.9,28.1,67.1,28.6,41.8,88.2,87.1
sensor_1594,69.5,54.0,95.3,49.3,32.7,49.0,24.3,80.2,84.9
sensor_1595,77.3,57.1,28.3,19.9,35.8,35.5,25.9,79.1,52.5
sensor_1596,78.6,15.9,50.9,37.3,30.2,28.1,87.7,85.5,96.6
sensor_1597,34.2,53.2,49.4,22.0,80.2,68.0,44.6,98.7,59.6
sensor_1598,67.7,23.0,34.1,43.3,32.9,18.9,87.5,56.4,37.9
sensor_1599,46.3,15.7,96.0,19.6,90.8,32.7,32.0,96.1,93.7
sensor_1600,86.9,61.6,93.1,92.9,66.4,97.9,10.3,96.2,39.4
sensor_1601,72.0,59.8,61.1,10.1,27.4,19.8,37.5,78.7,32.6
sensor_1602,82.3,62.7,66.5,70.2,96.4,60.8,42.1,44.2,66.2
sensor_1603,90.0,39.2,87.1,42.1,78.2,57.9,54.3,48.7,60.6
sensor_1604,72.0,19.3,90.5,30.8,87.9,28.4,47.1,99.5,16.5
sensor_1605,71.2,97.7,49.7,22.2,76.3,29.6,18.7,33.1,92.5
sensor_1606,46.8,99.1,67.8,90.0,90.3,18.4,93.0,65.0,18.4
sensor_1607,32.5,63.8,77.1,94.4,31.7,52.8,34.9,25.0,78.1
sensor_1608,75.5,93.3,54.0,99.2,81.5,89.8,19.0,55.3,30.6
sensor_1609,61.8,10.0,72.6,94.0,77.7,60.0,24.8,76.4,98.2
sensor_1610,61.4,70.0,27.3,83.9,31.1,14.1,26.1,84.4,27.8
sensor_1611,36.5,15.5,50.4,65.6,12.8,75.2,75.1,43.0,78.0
sensor_1612,78.4,85.0,48.8,71.8,84.9,24.3,44.0,25.4,13.2
sensor_1613,25.7,85.8,47.8,17.6,24.2,16.6,47.3,49.1,72.9
sensor_1614,24.9,74.2,74.2,89.5,57.7,91.0,63.2,96.5,62.6
sensor_1615,39.7,50.7,84.5,63.4,69.4,29.4,50.4,25.5,85.2
sensor_1616,50.0,38.4,64.5,93.3,81.8,85.1,27.6,36.6,79.5
sensor_1617,51.8,18.2,62.3,81.6,21.4,14.8,76.3,58.0,87.1
sensor_1618,60.3,45.5,68.4,74.0,83.4,14.7,26.2,88.7,81.8
sensor_1619,31.6,14.6,87.2,58.9,16.7,58.5,17.5,57.2,18.4
sensor_1620,33.5,59.3,84.4,14.0,54.1,85.3,22.6,81.0,72.8
sensor_1621,18.0,23.3,49.8,47.9,67.0,17.2,78.3,51.4,71.3
sensor_1622,99.2,40.4,13.0,11.0,12.5,69.8,12.2,82.8,12.7
sensor_1623,39.0,78.1,82.6,62.7,17.4,27.1,95.7,18.8,80.5
sensor_1624,58.5,43.4,80.8,77.3,64.4,74.7,98.9,38.1,70.4
sensor_1625,81.4,55.3,36.1,36.3,24.3,59.1,23.3,70.1,58.5
sensor_1626,35.8,56.9,79.0,23.5,84.1,36.0,65.9,13.8,44.1
sensor_1627,13.6,49.1,12.4,63.9,10.3,33.5,32.1,41.0,40.7
sensor_1628,42.5,56.4,57.7,46.4,60.6,31.2,23.4,34.2,30.5
sensor_1629,38.9,69.5,42.9,83.9,80.6,43.7,13.8,74.2,66.2
sensor_1630,14.8,28.7,46.9,87.0,60.2,65.6,80.7,11.5,66.1
sensor_1631,67.2,94.4,93.1,26.6,15.8,34.1,14.2,21.0,45.2
sensor_1632,85.1,21.2,60.0,57.6,10.4,66.2,33.3,87.0,26.0
sensor_1633,95.3,54.8,93.7,56.4,44.0,78.7,57.5,15.8,34.1
sensor_1634,23.9,15.9,72.6,65.7,36.5,25.4,61.4,70.2,75.7
sensor_1635,46.6,24.3,31.8,47.7,74.5,43.1,75.2,57.5,29.2
sensor_1636,37.8,80.0,17.4,88.5,83.9,36.2,98.3,45.1,41.9
sensor_1637,77.5,78.1,87.9,13.8,46.3,30.6,70.8,40.6,71.4
sensor_1638,36.4,96.2,91.9,12.1,17.6,43.9,47.0,35.2,36.1
sensor_1639,61.8,83.2,55.4,92.5,79.4,75.7,43.1,60.0,55.0
sensor_1640,26.0,98.3,39.8,97.4,51.9,84.8,15.5,71.9,13.4
sensor_1641,71.7,15.2,86.7,31.5,92.4,28.8,78.8,41.9,84.5
sensor_1642,33.2,38.3,73.7,45.5,29.9,22.7,19.2,18.5,63.9
sensor_1643,57.3,74.8,80.8,58.9,64.5,27.9,63.3,66.7,27.8
sensor_1644,29.5,46.4,39.0,30.3,89.3,86.8,75.0,96.0,92.5
sensor_1645,65.0,55.4,78.2,39.4,45.0,51.5,55.0,46.6,59.7
sensor_1646,87.7,90.2,11.0,26.6,83.7,99.7,12.6,19.6,80.0
sensor_1647,20.1,21.5,63.7,93.1,32.0,43.9,52.5,73.2,33.7
sensor_1648,35.5,98.0,20.8,75.2,47.4,10.3,65.8,29.2,43.1
sensor_1649,81.2,22.0,15.2,38.0,16.4,21.1,57.3,79.4,35.8
sensor_1650,58.5,30.3,45.7,52.9,85.3,62.7,78.0,46.6,25.3
sensor_1651,75.0,94.6,64.5,55.5,16.6,50.6,40.1,47.6,18.3
sensor_1652,93.9,72.5,87.1,36.4,56.7,46.6,77.2,84.6,66.7
sensor_1653,79.9,40.3,54.3,45.6,49.1,81.1,14.2,72.4,20.5
sensor_1654,21.6,80.1,11.6,13.8,27.3,99.0,56.8,28.3,45.1
sensor_1655,89.5,17.9,88.3,12.5,23.8,51.0,38.8,77.0,19.0
sensor_1656,25.8,29.7,90.7,42.0,83.5,55.8,26.5,61.4,53.6
sensor_1657,86.2,48.2,60.5,91.1,65.8,98.5,84.7,36.1,96.6
sensor_1658,20.4,37.3,59.9,81.4,98.6,80.1,40.8,31.3,87.6
sensor_1659,92.1,76.2,57.5,46.6,29.1,68.0,65.2,21.2,19.2
sensor_1660,43.3,72.1,11.6,83.9,55.6,99.3,62.2,15.8,36.0
sensor_1661,61.6,94.1,74.2,50.7,32.9,82.6,46.2,63.7,61.5
sensor_1662,94.7,47.8,66.1,82.6,88.2,69.0,84.6,67.7,78.3
sensor_1663,77.1,70.8,78.4,86.8,18.1,56.9,23.1,80.4,62.1
sensor_1664,67.2,61.1,23.2,60.8,36.5,79.4,89.8,61.2,81.2
sensor_1665,87.0,95.7,90.1,19.7,85.4,82.6,30.1,80.2,79.8
sensor_1666,48.6,60.7,96.4,14.9,65.9,12.1,60.2,23.9,67.6
sensor_1667,51.1,47.6,90.2,67.7,25.6,29.4,60.5,99.4,30.5
sensor_1668,64.5,39.3,69.6,91.6,68.5,90.8,56.8,69.1,60.4
sensor_1669,11.6,83.6,35.6,10.3,41.0,46.6,69.7,98.2,91.1
sensor_1670,60.9,49.0,12.7,82.3,80.5,46.5,78.6,59.0,23.2
sensor_1671,69.4,18.4,59.5,61.5,41.0,66.7,93.0,29.5,60.5
sensor_1672,82.7,18.8,84.7,89.3,78.9,82.6,38.2,40.3,93.1
sensor_1673,20.8,85.8,79.9,45.8,23.4,62.8,79.5,86.4,34.4
sensor_1674,90.8,86.8,84.8,24.8,77.6,10.1,70.0,56.2,64.0
sensor_1675,91.6,45.0,99.8,20.5,98.1,44.8,28.2,17.3,27.4
sensor_1676,65.0,84.0,84.0,12.3,95.0,43.7,15.0,68.3,17.2
sensor_1677,66.6,16.6,76.3,14.9,46.7,25.9,66.6,27.6,62.4
sensor_1678,49.9,47.0,22.9,75.6,29.8,35.2,11.5,54.5,49.8
sensor_1679,35.3,24.6,74.2,50.4,22.6,46.2,87.6,70.4,63.6
sensor_1680,41.0,59.9,18.3,88.4,75.2,84.3,93.0,93.0,98.3
sensor_1681,60.8,93.8,16.0,79.9,12.0,94.2,70.6,33.6,97.2
sensor_1682,27.8,50.8,18.0,21.9,93.7,42.2,93.7,28.2,92.3
sensor_1683,46.1,52.0,93.4,51.7,28.4,99.6,91.6,71.0,17.1
sensor_1684,24.7,44.1,29.7,47.9,84.2,98.1,38.6,52.0,59.1
sensor_1685,97.8,43.8,27.1,50.2,90.1,59.0,37.6,63.3,75.3
sensor_1686,25.2,62.0,14.3,87.7,36.4,13.9,83.5,48.8,35.6
sensor_1687,14.8,50.6,71.3,84.8,45.8,58.0,93.4,91.4,76.6
sensor_1688,54.9,56.2,92.3,16.8,85.0,67.5,88.9,90.4,63.0
sensor_1689,84.4,19.2,27.4,56.7,97.5,25.4,59.1,76.0,54.2
sensor_1690,75.7,64.5,31.0,48.3,84.3,88.6,58.5,88.8,86.2
sensor_1691,25.9,71.3,38.6,12.6,30.6,77.4,96.3,12.1,80.6
sensor_1692,62.9,74.7,48.5,71.2,99.4,50.8,72.9,46.2,94.3
sensor_1693,31.2,46.4,80.1,23.2,81.2,42.8,10.2,58.6,17.6
sensor_1694,85.6,26.2,66.6,39.5,24.3,99.2,71.0,69.3,11.3
sensor_1695,40.1,98.9,94.2,71.7,46.4,23.5,16.6,68.6,94.2
sensor_1696,16.5,61.3,39.4,45.8,51.1,63.4,13.5,63.1,79.5
sensor_1697,34.1,48.7,64.7,36.0,59.2,11.5,24.2,90.2,13.4
sensor_1698,39.7,13.0,64.4,75.6,69.5,58.8,97.7,63.8,72.2
sensor_1699,55.6,36.2,21.7,89.3,40.4,76.1,56.0,66.6,68.2
sensor_1700,35.5,50.6,59.1,51.2,82.8,92.1,72.5,49.7,42.1
sensor_1701,26.1,90.5,46.1,45.1,27.6,79.1,69.0,12.4,65.3
sensor_1702,34.7,80.1,96.6,15.7,66.4,97.5,54.5,57.8,44.6
sensor_1703,23.5,66.1,92.3,55.5,74.6,23.8,85.0,38.8,61.9
sensor_1704,54.4,77.4,81.1,57.8,71.3,10.1,67.9,71.3,81.2
sensor_1705,43.1,72.5,89.4,69.7,88.0,77.9,45.1,75.4,39.8
sensor_1706,51.1,13.4,70.5,25.1,90.9,25.8,77.1,86.6,34.1
sensor_1707,26.4,57.1,51.4,45.4,22.6,84.3,65.0,26.7,32.2
sensor_1708,95.6,71.4,76.5,86.1,81.0,84.6,30.0,94.6,59.1
sensor_1709,91.0,61.5,19.3,46.4,33.4,71.5,92.3,26.8,78.5
sensor_1710,74.9,93.8,26.0,95.0,45.0,97.1,25.4,95.1,29.9
sensor_1711,72.4,40.9,64.7,71.7,19.2,87.4,94.5,19.5,73.9
sensor_1712,43.2,12.3,68.1,56.7,96.0,95.4,60.2,11.4,38.8
sensor_1713,53.9,71.1,84.2,30.2,27.5,66.5,20.8,70.7,56.1
sensor_1714,61.9,93.3,20.2,53.3,53.5,14.2,56.9,73.4,62.3
sensor_1715,34.2,13.4,85.4,28.9,37.7,39.2,50.8,39.4,39.5
sensor_1716,19.6,75.5,42.9,89.7,83.5,52.8,86.0,57.2,31.4
sensor_1717,48.3,86.6,14.1,96.3,33.9,86.1,72.7,67.8,19.8
sensor_1718,95.4,81.2,13.2,41.8,51.1,65.4,95.2,21.0,63.2
sensor_1719,52.5,15.4,75.9,21.8,53.0,34.4,21.7,85.9,57.4
sensor_1720,87.0,41.3,24.6,22.3,39.7,82.7,82.8,48.5,15.2
sensor_1721,39.2,79.5,55.5,81.2,50.4,49.8,36.8,25.1,54.3
sensor_1722,40.4,40.3,76.6,70.2,58.7,40.5,62.9,96.7,81.6
sensor_1723,38.5,74.1,65.2,26.0,21.6,96.1,91.9,97.0,83.0
sensor_1724,48.5,39.9,22.2,86.5,89.3,13.9,82.1,43.5,30.6
sensor_1725,68.2,30.9,96.2,21.8,88.9,89.4,84.4,81.9,88.1
sensor_1726,16.2,10.5,40.6,13.0,28.3,66.9,59.9,26.4,19.0
sensor_1727,37.3,86.5,57.2,44.4,62.7,99.5,54.1,54.9,86.4
sensor_1728,99.0,30.0,50.4,67.3,49.7,95.4,67.8,23.5,10.6
sensor_1729,42.9,56.3,76.4,25.1,43.2,28.8,96.2,57.3,82.4
sensor_1730,25.5,58.8,83.4,76.3,27.1,15.7,28.0,22.9,85.6
sensor_1731,10.6,37.4,18.3,43.9,10.7,18.1,32.0,33.6,24.4
